"CustomerID","OrderID","OrderDate","Age","Gender","Membership","ProductCategory","ProductName","UnitPrice","Quantity","TotalAmount","PaymentMethod","City","ReturnStatus"
62,1062,2024-03-10,41,"F","Silver","Libri","Manuale",22,3,66,"CreditCard","Bologna",1
63,1063,2024-11-03,47,"F","Gold","Elettronica","Laptop",278,2,556,"CreditCard","Roma",0
64,1064,2024-10-02,59,"F","Silver","Sport","Pallone",134,3,402,"CreditCard","Milano",1
65,1065,2024-10-29,27,"F","Silver","Abbigliamento","Jeans",31,4,124,"CreditCard","Napoli",1
66,1066,2024-04-25,58,"F","Gold","Elettronica","Laptop",414,3,1242,"PayPal","Roma",1
67,1067,2024-04-20,43,"F","Basic","Elettronica","Smartwatch",287,1,287,"CreditCard","Torino",0
68,1068,2024-06-25,54,"F","Gold","Abbigliamento","T-shirt",20,1,20,"CreditCard","Napoli",0
69,1069,2024-03-04,52,"F","Basic","Elettronica","Smartphone",532,1,532,"PayPal","Torino",1
70,1070,2024-02-18,49,"F","Basic","Elettronica","Tablet",587,1,587,"PayPal","Roma",1
71,1071,2024-01-11,22,"F","Basic","Elettronica","Laptop",518,4,2072,"CreditCard","Napoli",1
72,1072,2024-04-11,37,"M","Basic","Abbigliamento","Maglione",151,1,151,"BankTransfer","Torino",1
73,1073,2024-06-03,NA,"F","Basic","Abbigliamento","Maglione",35,1,35,"BankTransfer","Bologna",1
74,1074,2024-06-10,24,"M","Basic","Sport","Manubri",76,2,152,"Cash","Napoli",0
75,1075,2024-04-14,30,"M","Basic","Elettronica","Tablet",738,3,2214,"BankTransfer","Milano",0
76,1076,2024-02-11,47,"F","Basic","Sport","Tappetino Yoga",118,2,236,"PayPal","Milano",0
77,1077,2024-08-21,50,"F","Basic","Abbigliamento","Giacca",196,5,980,"PayPal","Roma",1
78,1078,2024-07-22,45,"M","Basic","Sport","Pallone",106,2,212,"CreditCard","Bologna",1
79,1079,2024-12-19,25,"M","Basic","Casa","Pentola",46,1,46,"CreditCard","Roma",0
80,1080,2024-05-01,22,"M","Gold","Elettronica","Smartwatch",333,1,333,"BankTransfer","Bologna",1
81,1081,2024-11-09,61,"M","Gold","Abbigliamento","Scarpe",169,2,338,"PayPal","Roma",0
82,1082,2024-09-20,42,"M","Basic","Abbigliamento","Scarpe",127,1,127,"PayPal","Roma",0
83,1083,2024-07-18,39,"F","Silver","Libri","Romanzo",21,2,42,"BankTransfer","Milano",0
84,1084,2024-03-02,36,"F","Basic","Sport","Scarpe Running",179,1,179,"BankTransfer","Milano",0
85,1085,2024-01-20,20,"M","Basic","Casa","Pentola",75,3,225,"Cash","Bologna",0
86,1086,2024-04-17,47,"F","Silver","Casa","Coperta",118,3,354,"BankTransfer","Milano",0
87,1087,2024-02-16,35,"M","Basic","Sport","Borraccia",47,1,47,"Cash","Torino",0
88,1088,2024-10-02,35,"M","Basic","Libri","Enciclopedia",19,2,38,"CreditCard","Milano",0
89,1089,2024-10-24,52,"M","Silver","Abbigliamento","Giacca",188,3,564,"CreditCard","Bologna",0
90,1090,2024-05-19,50,"F","Silver","Casa","Tappeto",84,2,168,"PayPal","Milano",1
91,1091,2024-08-16,NA,"M","Basic","Casa","Lampada",132,2,264,"CreditCard","Torino",1
92,1092,2024-04-28,31,"M","Basic","Elettronica","Laptop",220,2,440,"CreditCard","Napoli",0
93,1093,2024-10-15,48,"M","Basic","Casa","Cuscino",130,2,260,"PayPal","Roma",1
94,1094,2024-07-27,59,"M","Basic","Sport","Scarpe Running",68,4,272,"CreditCard","Bologna",1
95,1095,2024-03-03,21,"M","Gold","Elettronica","Laptop",478,1,478,"BankTransfer","Milano",0
96,1096,2024-03-25,25,"F","Silver","Casa","Cuscino",142,2,284,"PayPal","Torino",0
97,1097,2024-04-26,21,"M","Basic","Casa","Pentola",117,1,117,"Cash","Bologna",0
98,1098,2024-01-13,18,"M","Silver","Libri","Guida",46,1,46,"BankTransfer","Bologna",0
99,1099,2024-12-05,39,"F","Silver","Abbigliamento","Jeans",47,4,188,"PayPal","Milano",0
100,1100,2024-08-17,48,"F","Silver","Abbigliamento","Jeans",29,3,87,"Cash","Milano",1
101,1101,2024-01-10,56,"M","Silver","Sport","Scarpe Running",117,2,234,"BankTransfer","Roma",0
102,1102,2024-05-15,54,"M","Gold","Elettronica","Smartphone",755,2,1510,"CreditCard","Roma",0
103,1103,2024-09-07,23,"M","Basic","Casa","Lampada",12,2,24,"CreditCard","Milano",0
104,1104,2024-08-04,66,"F","Gold","Abbigliamento","Jeans",94,1,94,"BankTransfer","Bologna",0
105,1105,2024-02-18,NA,"F","Gold","Abbigliamento","T-shirt",127,4,508,"PayPal","Roma",1
106,1106,2024-11-23,40,"M","Silver","Libri","Romanzo",23,2,46,"CreditCard","Milano",0
107,1107,2024-10-11,32,"M","Basic","Sport","Borraccia",81,1,81,"BankTransfer","Milano",1
108,1108,2024-03-19,36,"M","Basic","Elettronica","Laptop",636,1,636,"CreditCard","Roma",0
109,1109,2024-08-30,41,"M","Gold","Elettronica","Smartwatch",200,1,200,"PayPal","Napoli",0
110,1110,2024-03-19,40,"F","Silver","Abbigliamento","Scarpe",166,1,166,"Cash","Bologna",1
111,1111,2024-05-31,38,"M","Basic","Casa","Lampada",98,3,294,"CreditCard","Milano",1
112,1112,2024-03-23,40,"F","Basic","Abbigliamento","Jeans",151,4,604,"CreditCard","Torino",0
113,1113,2024-11-01,31,"M","Basic","Abbigliamento","Jeans",188,4,752,"CreditCard","Milano",0
114,1114,2024-04-23,30,"M","Basic","Libri","Romanzo",39,1,39,"Cash","Roma",1
115,1115,2024-08-31,18,"M","Silver","Libri","Fumetto",12,2,24,"PayPal","Torino",0
116,1116,2024-10-23,32,"F","Basic","Elettronica","Smartwatch",351,2,702,"CreditCard","Roma",0
117,1117,2024-06-05,30,"M","Silver","Sport","Borraccia",120,1,120,"CreditCard","Napoli",1
118,1118,2024-09-04,75,"F","Silver","Elettronica","Laptop",775,1,775,"CreditCard","Milano",1
119,1119,2024-03-06,NA,"F","Silver","Sport","Pallone",92,1,92,"PayPal","Bologna",0
120,1120,2024-06-07,NA,"M","Basic","Libri","Fumetto",38,2,76,"PayPal","Bologna",1
121,1121,2024-01-01,18,"M","Basic","Sport","Tappetino Yoga",179,1,179,"PayPal","Napoli",0
122,1122,2024-11-16,18,"F","Basic","Elettronica","Smartwatch",393,5,1965,"PayPal","Torino",0
123,1123,2024-07-30,40,"M","Gold","Libri","Guida",46,1,46,"CreditCard","Roma",0
124,1124,2024-10-31,23,"F","Basic","Abbigliamento","Giacca",60,2,120,"PayPal","Roma",0
125,1125,2024-07-27,38,"M","Basic","Abbigliamento","T-shirt",39,3,117,"CreditCard","Napoli",0
126,1126,2024-11-06,32,"M","Basic","Libri","Guida",41,2,82,"CreditCard","Milano",0
127,1127,2024-08-15,29,"F","Basic","Abbigliamento","Maglione",61,1,61,"Cash","Torino",0
128,1128,2024-04-05,18,"F","Basic","Abbigliamento","Scarpe",123,2,246,"CreditCard","Roma",1
129,1129,2024-10-21,20,"F","Basic","Libri","Enciclopedia",14,2,28,"PayPal","Torino",0
130,1130,2024-09-22,41,"M","Basic","Sport","Tappetino Yoga",49,1,49,"PayPal","Bologna",0
131,1131,2024-05-01,47,"M","Basic","Casa","Coperta",141,2,282,"Cash","Roma",0
132,1132,2024-01-04,31,"F","Basic","Casa","Tappeto",116,3,348,"PayPal","Torino",1
133,1133,2024-12-31,38,"M","Basic","Abbigliamento","Maglione",177,3,531,"Cash","Bologna",0
134,1134,2024-05-02,NA,"F","Silver","Elettronica","Smartwatch",238,4,952,"PayPal","Bologna",0
135,1135,2024-07-29,60,"F","Basic","Elettronica","Laptop",797,1,797,"CreditCard","Roma",0
136,1136,2024-09-13,22,"F","Basic","Elettronica","Smartwatch",76,1,76,"BankTransfer","Roma",0
137,1137,2024-09-01,NA,"M","Basic","Elettronica","Smartwatch",472,1,472,"CreditCard","Torino",0
138,1138,2024-05-01,NA,"F","Silver","Abbigliamento","Scarpe",32,1,32,"CreditCard","Torino",0
139,1139,2024-09-13,31,"M","Basic","Abbigliamento","Giacca",164,3,492,"BankTransfer","Roma",1
140,1140,2024-12-30,37,"F","Gold","Elettronica","Smartphone",477,3,1431,"BankTransfer","Napoli",0
141,1141,2024-07-27,37,"F","Basic","Abbigliamento","Scarpe",17,4,68,"BankTransfer","Roma",1
142,1142,2024-08-22,NA,"F","Basic","Abbigliamento","Scarpe",63,2,126,"PayPal","Milano",1
143,1143,2024-01-30,31,"F","Basic","Elettronica","Smartphone",472,2,944,"Cash","Milano",0
144,1144,2024-06-06,38,"F","Silver","Sport","Manubri",43,2,86,"PayPal","Napoli",0
145,1145,2024-09-12,32,"M","Silver","Libri","Romanzo",9,5,45,"Cash","Roma",1
146,1146,2024-11-01,55,"F","Basic","Casa","Tappeto",117,4,468,"Cash","Roma",1
147,1147,2024-09-27,31,"F","Basic","Libri","Fumetto",47,1,47,"CreditCard","Napoli",1
148,1148,2024-01-19,32,"F","Basic","Abbigliamento","Jeans",179,1,179,"Cash","Milano",1
149,1149,2024-12-19,48,"F","Basic","Abbigliamento","Scarpe",157,2,314,"CreditCard","Napoli",1
150,1150,2024-05-07,22,"F","Basic","Casa","Pentola",42,2,84,"CreditCard","Napoli",0
151,1151,2024-05-18,NA,"F","Basic","Libri","Fumetto",49,2,98,"CreditCard","Torino",1
152,1152,2024-04-17,18,"M","Basic","Casa","Pentola",100,1,100,"BankTransfer","Milano",0
153,1153,2024-09-11,56,"F","Gold","Abbigliamento","Giacca",67,3,201,"Cash","Roma",0
154,1154,2024-11-28,34,"F","Silver","Casa","Cuscino",41,1,41,"CreditCard","Bologna",1
155,1155,2024-09-20,31,"M","Basic","Elettronica","Smartwatch",283,1,283,"BankTransfer","Torino",1
156,1156,2024-05-27,19,"M","Silver","Casa","Lampada",149,1,149,"Cash","Bologna",1
157,1157,2024-07-22,38,"M","Silver","Libri","Fumetto",37,1,37,"CreditCard","Milano",1
158,1158,2024-08-06,26,"M","Silver","Libri","Romanzo",43,1,43,"BankTransfer","Roma",0
159,1159,2024-05-11,30,"M","Basic","Abbigliamento","Jeans",119,2,238,"PayPal","Roma",1
160,1160,2024-06-03,57,"M","Basic","Libri","Fumetto",9,1,9,"BankTransfer","Torino",0
161,1161,2024-08-12,35,"M","Silver","Sport","Scarpe Running",138,3,414,"CreditCard","Torino",0
162,1162,2024-04-12,22,"M","Basic","Abbigliamento","Jeans",181,4,724,"Cash","Bologna",1
163,1163,2024-04-29,40,"F","Silver","Casa","Cuscino",84,2,168,"BankTransfer","Milano",1
164,1164,2024-02-08,33,"F","Basic","Abbigliamento","Scarpe",161,2,322,"PayPal","Torino",1
165,1165,2024-08-10,NA,"M","Basic","Sport","Manubri",125,4,500,"PayPal","Roma",0
166,1166,2024-01-15,59,"M","Gold","Abbigliamento","Jeans",122,1,122,"PayPal","Milano",0
167,1167,2024-06-18,23,"M","Silver","Sport","Scarpe Running",67,2,134,"BankTransfer","Milano",0
168,1168,2024-11-10,NA,"M","Silver","Abbigliamento","Jeans",17,2,34,"CreditCard","Roma",1
169,1169,2024-05-29,39,"M","Basic","Abbigliamento","Maglione",77,3,231,"Cash","Roma",0
170,1170,2024-05-11,51,"M","Gold","Abbigliamento","Giacca",77,2,154,"CreditCard","Napoli",0
171,1171,2024-11-23,35,"F","Gold","Abbigliamento","T-shirt",47,2,94,"CreditCard","Bologna",1
172,1172,2024-01-29,51,"F","Silver","Libri","Manuale",33,1,33,"CreditCard","Roma",0
173,1173,2024-05-07,18,"M","Basic","Abbigliamento","Maglione",72,2,144,"PayPal","Bologna",0
174,1174,2024-10-11,63,"M","Silver","Libri","Romanzo",18,1,18,"BankTransfer","Roma",0
175,1175,2024-03-08,51,"F","Silver","Libri","Fumetto",33,5,165,"Cash","Napoli",0
176,1176,2024-02-17,36,"F","Basic","Casa","Tappeto",139,5,695,"CreditCard","Torino",0
177,1177,2024-08-07,18,"F","Silver","Elettronica","Tablet",728,1,728,"PayPal","Torino",1
178,1178,2024-12-25,48,"M","Basic","Sport","Manubri",85,2,170,"PayPal","Milano",0
179,1179,2024-07-31,45,"F","Basic","Abbigliamento","Jeans",66,1,66,"BankTransfer","Bologna",1
180,1180,2024-12-17,38,"F","Basic","Abbigliamento","Jeans",25,1,25,"CreditCard","Napoli",1
181,1181,2024-07-03,40,"M","Silver","Libri","Guida",48,1,48,"CreditCard","Napoli",0
182,1182,2024-02-11,29,"M","Silver","Abbigliamento","Maglione",84,1,84,"CreditCard","Torino",1
183,1183,2024-11-04,NA,"M","Basic","Sport","Scarpe Running",122,1,122,"CreditCard","Milano",0
184,1184,2024-12-23,42,"M","Gold","Abbigliamento","Maglione",119,1,119,"BankTransfer","Torino",1
185,1185,2024-05-23,34,"M","Silver","Libri","Enciclopedia",9,4,36,"CreditCard","Napoli",0
186,1186,2024-01-28,NA,"M","Basic","Abbigliamento","Jeans",89,2,178,"PayPal","Torino",0
187,1187,2024-07-28,49,"F","Basic","Elettronica","Cuffie",138,4,552,"CreditCard","Roma",1
188,1188,2024-08-20,NA,"F","Silver","Sport","Scarpe Running",159,2,318,"Cash","Torino",1
189,1189,2024-03-29,25,"F","Silver","Sport","Pallone",47,1,47,"Cash","Roma",1
190,1190,2024-12-05,18,"F","Basic","Abbigliamento","Giacca",182,2,364,"BankTransfer","Torino",1
191,1191,2024-08-26,NA,"F","Basic","Abbigliamento","Giacca",114,1,114,"PayPal","Torino",0
192,1192,2024-05-20,NA,"M","Silver","Abbigliamento","T-shirt",114,2,228,"CreditCard","Milano",1
193,1193,2024-10-10,42,"F","Gold","Elettronica","Smartwatch",184,1,184,"CreditCard","Napoli",1
194,1194,2024-01-23,19,"F","Silver","Abbigliamento","Scarpe",21,1,21,"Cash","Milano",0
195,1195,2024-12-25,NA,"M","Basic","Libri","Guida",31,2,62,"CreditCard","Milano",0
196,1196,2024-09-15,54,"F","Basic","Libri","Guida",46,1,46,"PayPal","Bologna",0
197,1197,2024-06-26,44,"M","Basic","Sport","Pallone",179,5,895,"CreditCard","Roma",1
198,1198,2024-09-20,47,"M","Silver","Libri","Manuale",30,3,90,"PayPal","Napoli",0
199,1199,2024-08-20,65,"F","Silver","Casa","Cuscino",30,1,30,"CreditCard","Napoli",1
200,1200,2024-06-30,40,"M","Basic","Elettronica","Cuffie",144,1,144,"CreditCard","Milano",0
201,1201,2024-09-01,18,"F","Basic","Abbigliamento","Scarpe",98,1,98,"PayPal","Milano",1
202,1202,2024-02-01,43,"F","Basic","Libri","Guida",44,1,44,"BankTransfer","Torino",0
203,1203,2024-01-05,NA,"M","Basic","Elettronica","Cuffie",138,5,690,"Cash","Bologna",0
204,1204,2024-01-13,69,"F","Gold","Abbigliamento","Jeans",129,1,129,"PayPal","Torino",0
205,1205,2024-10-16,18,"M","Basic","Sport","Borraccia",112,4,448,"Cash","Napoli",0
206,1206,2024-07-19,21,"M","Basic","Abbigliamento","Scarpe",71,1,71,"Cash","Torino",0
207,1207,2024-07-04,27,"M","Silver","Elettronica","Laptop",346,2,692,"CreditCard","Roma",1
208,1208,2024-02-14,22,"M","Silver","Casa","Pentola",104,1,104,"PayPal","Milano",0
209,1209,2024-08-01,28,"M","Basic","Abbigliamento","Maglione",167,2,334,"Cash","Roma",1
210,1210,2024-07-08,35,"M","Basic","Abbigliamento","Maglione",158,3,474,"PayPal","Napoli",1
211,1211,2024-03-28,20,"F","Silver","Abbigliamento","Maglione",106,1,106,"CreditCard","Napoli",0
212,1212,2024-10-01,NA,"M","Gold","Elettronica","Laptop",148,1,148,"BankTransfer","Milano",0
213,1213,2024-11-23,40,"F","Gold","Abbigliamento","Maglione",170,1,170,"CreditCard","Roma",0
214,1214,2024-05-06,37,"F","Basic","Casa","Tappeto",25,2,50,"PayPal","Roma",0
215,1215,2024-02-22,45,"M","Silver","Elettronica","Smartwatch",292,1,292,"BankTransfer","Torino",0
216,1216,2024-08-15,39,"M","Basic","Sport","Manubri",131,2,262,"CreditCard","Bologna",0
217,1217,2024-10-29,36,"M","Silver","Casa","Coperta",149,3,447,"BankTransfer","Milano",1
218,1218,2024-02-13,60,"F","Basic","Elettronica","Smartphone",136,5,680,"PayPal","Milano",0
219,1219,2024-02-29,35,"M","Basic","Elettronica","Laptop",481,2,962,"CreditCard","Roma",0
220,1220,2024-09-07,19,"M","Basic","Abbigliamento","Maglione",196,3,588,"BankTransfer","Torino",0
221,1221,2024-11-12,44,"F","Basic","Casa","Cuscino",147,4,588,"Cash","Roma",0
222,1222,2024-02-25,33,"M","Basic","Abbigliamento","T-shirt",185,2,370,"Cash","Torino",0
223,1223,2024-06-18,30,"M","Basic","Elettronica","Tablet",340,1,340,"CreditCard","Napoli",0
224,1224,2024-08-12,22,"F","Basic","Libri","Guida",15,2,30,"CreditCard","Bologna",0
225,1225,2024-05-08,44,"M","Silver","Casa","Tappeto",92,1,92,"Cash","Napoli",0
226,1226,2024-10-01,35,"F","Gold","Elettronica","Laptop",149,1,149,"CreditCard","Napoli",0
227,1227,2024-09-14,46,"M","Silver","Sport","Borraccia",41,3,123,"PayPal","Napoli",1
228,1228,2024-05-13,34,"F","Silver","Sport","Borraccia",30,1,30,"CreditCard","Napoli",1
229,1229,2024-12-14,28,"M","Basic","Abbigliamento","T-shirt",124,3,372,"CreditCard","Roma",1
230,1230,2024-10-05,57,"M","Gold","Abbigliamento","Giacca",191,1,191,"PayPal","Bologna",0
231,1231,2024-10-26,34,"F","Basic","Elettronica","Smartwatch",659,3,1977,"BankTransfer","Roma",0
232,1232,2024-07-10,52,"F","Gold","Libri","Enciclopedia",13,2,26,"CreditCard","Roma",0
233,1233,2024-09-21,20,"F","Basic","Elettronica","Smartphone",435,2,870,"PayPal","Milano",0
234,1234,2024-10-18,31,"M","Basic","Abbigliamento","Maglione",137,2,274,"PayPal","Roma",1
235,1235,2024-12-26,34,"F","Basic","Elettronica","Smartwatch",377,1,377,"CreditCard","Roma",0
236,1236,2024-11-13,32,"F","Basic","Casa","Cuscino",148,1,148,"BankTransfer","Torino",1
237,1237,2024-06-09,58,"F","Gold","Elettronica","Smartwatch",323,1,323,"BankTransfer","Milano",0
238,1238,2024-04-28,38,"F","Silver","Abbigliamento","Maglione",132,1,132,"PayPal","Roma",0
239,1239,2024-09-03,42,"M","Basic","Casa","Lampada",150,2,300,"PayPal","Torino",0
240,1240,2024-11-06,24,"M","Gold","Libri","Enciclopedia",11,2,22,"Cash","Napoli",0
241,1241,2024-10-17,27,"M","Basic","Casa","Lampada",82,2,164,"Cash","Roma",0
242,1242,2024-06-22,53,"F","Silver","Abbigliamento","Maglione",31,1,31,"Cash","Torino",1
243,1243,2024-03-10,NA,"M","Silver","Libri","Manuale",48,1,48,"PayPal","Milano",0
244,1244,2024-09-09,57,"F","Silver","Abbigliamento","T-shirt",148,1,148,"CreditCard","Milano",1
245,1245,2024-11-22,NA,"F","Basic","Sport","Manubri",102,1,102,"CreditCard","Torino",0
246,1246,2024-05-25,69,"M","Silver","Sport","Pallone",42,2,84,"PayPal","Roma",0
247,1247,2024-12-10,53,"F","Basic","Casa","Tappeto",71,1,71,"Cash","Milano",0
248,1248,2024-01-18,38,"M","Basic","Elettronica","Smartphone",539,1,539,"Cash","Roma",0
249,1249,2024-05-29,49,"F","Basic","Sport","Pallone",142,1,142,"PayPal","Napoli",1
250,1250,2024-07-09,23,"F","Silver","Elettronica","Cuffie",480,3,1440,"CreditCard","Roma",0
251,1251,2024-11-23,22,"F","Basic","Abbigliamento","Giacca",29,3,87,"PayPal","Bologna",1
252,1252,2024-01-11,39,"M","Basic","Casa","Coperta",66,2,132,"CreditCard","Milano",0
253,1253,2024-09-12,20,"M","Basic","Elettronica","Tablet",169,1,169,"BankTransfer","Milano",0
254,1254,2024-07-04,41,"M","Basic","Abbigliamento","T-shirt",98,1,98,"CreditCard","Bologna",1
255,1255,2024-12-29,57,"F","Gold","Libri","Manuale",40,1,40,"PayPal","Roma",0
256,1256,2024-11-15,22,"M","Basic","Casa","Lampada",27,1,27,"PayPal","Torino",1
257,1257,2024-07-31,27,"F","Silver","Casa","Lampada",75,2,150,"PayPal","Milano",1
258,1258,2024-12-28,39,"F","Silver","Abbigliamento","T-shirt",119,1,119,"BankTransfer","Torino",0
259,1259,2024-01-09,NA,"F","Basic","Libri","Enciclopedia",14,2,28,"PayPal","Milano",1
260,1260,2024-01-29,32,"M","Basic","Casa","Tappeto",77,1,77,"Cash","Roma",0
261,1261,2024-01-03,51,"F","Gold","Elettronica","Tablet",410,1,410,"BankTransfer","Roma",0
262,1262,2024-10-12,53,"M","Basic","Abbigliamento","Scarpe",46,4,184,"CreditCard","Milano",1
263,1263,2024-01-10,44,"F","Basic","Casa","Lampada",108,1,108,"BankTransfer","Milano",0
264,1264,2024-02-16,18,"M","Silver","Abbigliamento","T-shirt",75,1,75,"Cash","Milano",1
265,1265,2024-02-07,37,"F","Silver","Elettronica","Tablet",513,3,1539,"PayPal","Milano",0
266,1266,2024-01-11,54,"F","Gold","Libri","Manuale",40,3,120,"PayPal","Milano",1
267,1267,2024-02-28,50,"F","Gold","Casa","Lampada",133,4,532,"Cash","Milano",0
268,1268,2024-07-26,NA,"M","Basic","Elettronica","Smartwatch",788,5,3940,"Cash","Roma",1
269,1269,2024-02-28,18,"F","Basic","Libri","Enciclopedia",39,2,78,"CreditCard","Torino",0
270,1270,2024-12-31,NA,"M","Basic","Casa","Pentola",52,2,104,"Cash","Torino",0
