"","CustomerID","InvoiceDate","Quantity","UnitPrice","Total"
"60",17188,2022-01-04,50,0.42,21
"61",17188,2022-01-04,50,0.42,21
"62",14210,2022-01-04,12,1.45,17.4
"63",14210,2022-01-04,12,2.55,30.6
"64",14210,2022-01-04,12,0.85,10.2
"65",14210,2022-01-04,20,0.42,8.4
"66",14210,2022-01-04,20,0.42,8.4
"67",14210,2022-01-04,20,0.42,8.4
"68",14210,2022-01-04,5,4.65,23.25
"69",14210,2022-01-04,12,2.1,25.2
"70",14210,2022-01-04,6,2.95,17.7
"71",14210,2022-01-04,6,2.1,12.6
"72",14210,2022-01-04,2,7.95,15.9
"73",14210,2022-01-04,10,1.25,12.5
"74",14210,2022-01-04,2,9.95,19.9
"75",14210,2022-01-04,3,4.95,14.85
"76",14210,2022-01-04,4,3.75,15
"77",14210,2022-01-04,4,4.95,19.8
"78",14210,2022-01-04,36,0.42,15.12
"79",14210,2022-01-04,2,7.95,15.9
"80",14210,2022-01-04,24,0.42,10.08
"81",14210,2022-01-04,12,1.69,20.28
"82",14210,2022-01-04,12,1.69,20.28
"83",14210,2022-01-04,2,10.95,21.9
"84",13397,2022-01-04,8,3.95,31.6
"85",13397,2022-01-04,6,4.95,29.7
"86",13397,2022-01-04,6,2.55,15.3
"87",13397,2022-01-04,24,3.39,81.36
"88",13397,2022-01-04,24,3.39,81.36
"89",13397,2022-01-04,12,2.55,30.6
"90",13397,2022-01-04,4,3.75,15
"91",13397,2022-01-04,4,3.75,15
"92",17457,2022-01-04,120,0.42,50.4
"93",17457,2022-01-04,36,2.1,75.6
"94",17457,2022-01-04,96,2.55,244.8
"95",17457,2022-01-04,12,1.25,15
"96",16725,2022-01-04,1,2.95,2.95
"97",16725,2022-01-04,1,3.95,3.95
"98",16725,2022-01-04,1,3.95,3.95
"99",16725,2022-01-04,1,4.95,4.95
"100",16725,2022-01-04,1,5.95,5.95
"101",16725,2022-01-04,2,3.75,7.5
"102",16725,2022-01-04,1,4.95,4.95
"103",16725,2022-01-04,1,4.25,4.25
"104",16725,2022-01-04,1,5.95,5.95
"105",16725,2022-01-04,1,4.95,4.95
"106",16725,2022-01-04,1,5.95,5.95
"107",16725,2022-01-04,3,4.95,14.85
"108",16725,2022-01-04,2,2.95,5.9
"109",16725,2022-01-04,1,3.75,3.75
"110",16725,2022-01-04,3,4.25,12.75
"111",16725,2022-01-04,3,2.95,8.85
"112",16725,2022-01-04,2,5.45,10.9
"113",14553,2022-01-04,2,5.45,10.9
"114",14553,2022-01-04,2,5.45,10.9
"115",14553,2022-01-04,25,0.42,10.5
"116",14553,2022-01-04,1,2.95,2.95
"117",14553,2022-01-04,4,0.85,3.4
"118",14553,2022-01-04,12,0.42,5.04
"119",14553,2022-01-04,4,1.25,5
"120",14553,2022-01-04,4,3.75,15
"121",14553,2022-01-04,4,1.45,5.8
"122",14553,2022-01-04,4,1.45,5.8
"123",14553,2022-01-04,4,1.45,5.8
"124",14553,2022-01-04,6,0.85,5.1
"125",14553,2022-01-04,4,1.65,6.6
"126",14553,2022-01-04,3,0.85,2.55
"127",14553,2022-01-04,4,1.95,7.8
"128",14553,2022-01-04,3,1.65,4.95
"129",14553,2022-01-04,6,1.25,7.5
"130",14553,2022-01-04,6,2.55,15.3
"131",14553,2022-01-04,6,2.1,12.6
"132",14553,2022-01-04,2,12.75,25.5
"133",14553,2022-01-04,6,1.25,7.5
"134",14553,2022-01-04,18,1.25,22.5
"135",14553,2022-01-04,1,2.95,2.95
"136",13253,2022-01-04,12,1.25,15
"137",13253,2022-01-04,12,1.25,15
"138",13253,2022-01-04,12,1.25,15
"139",13253,2022-01-04,12,1.25,15
"140",13253,2022-01-04,12,1.25,15
"141",13253,2022-01-04,72,0.42,30.24
"142",13253,2022-01-04,16,1.95,31.2
"143",13253,2022-01-04,16,1.95,31.2
"144",13253,2022-01-04,144,0.21,30.24
"145",13253,2022-01-04,144,0.21,30.24
"146",13253,2022-01-04,4,9.95,39.8
"147",13253,2022-01-04,12,1.95,23.4
"148",13253,2022-01-04,12,1.25,15
"149",13253,2022-01-04,48,0.85,40.8
"150",13253,2022-01-04,72,0.38,27.36
"151",13253,2022-01-04,24,4.25,102
"152",13126,2022-01-05,1,9.95,9.95
"153",13126,2022-01-05,12,1.95,23.4
"154",13126,2022-01-05,24,0.42,10.08
"155",13126,2022-01-05,12,2.1,25.2
"156",13126,2022-01-05,24,1.95,46.8
"157",13126,2022-01-05,24,1.95,46.8
"158",13126,2022-01-05,8,1.95,15.6
"159",13126,2022-01-05,12,1.25,15
"160",13126,2022-01-05,12,1.25,15
"161",13126,2022-01-05,12,1.25,15
"162",13126,2022-01-05,20,0.42,8.4
"163",13126,2022-01-05,16,0.85,13.6
"164",13126,2022-01-05,24,0.21,5.04
"165",13126,2022-01-05,12,1.25,15
"166",13126,2022-01-05,8,1.25,10
"167",13126,2022-01-05,8,1.25,10
"168",13126,2022-01-05,12,1.95,23.4
"169",13126,2022-01-05,24,0.65,15.6
"170",15235,2022-01-05,6,1.65,9.9
"171",15235,2022-01-05,6,1.65,9.9
"172",15235,2022-01-05,6,1.95,11.7
"173",15235,2022-01-05,6,1.65,9.9
"174",15235,2022-01-05,12,1.25,15
"175",15235,2022-01-05,24,0.65,15.6
"176",15235,2022-01-05,9,2.55,22.95
"177",15235,2022-01-05,6,2.95,17.7
"178",15002,2022-01-05,1,12.75,12.75
"179",15002,2022-01-05,3,1.25,3.75
"180",15002,2022-01-05,3,1.25,3.75
"181",15002,2022-01-05,3,0.85,2.55
"182",15002,2022-01-05,2,0.85,1.7
"183",15002,2022-01-05,1,0.85,0.85
"184",15002,2022-01-05,4,0.85,3.4
"185",15002,2022-01-05,3,0.85,2.55
"186",15002,2022-01-05,2,4.25,8.5
"187",15002,2022-01-05,2,2.1,4.2
"188",15002,2022-01-05,2,2.1,4.2
"189",15002,2022-01-05,2,2.1,4.2
"190",15002,2022-01-05,2,2.1,4.2
"191",15002,2022-01-05,5,2.55,12.75
"192",15002,2022-01-05,8,2.55,20.4
"193",15002,2022-01-05,24,1.69,40.56
"194",15002,2022-01-05,6,1.25,7.5
"195",15002,2022-01-05,6,2.1,12.6
"196",15002,2022-01-05,3,5.95,17.85
"197",15002,2022-01-05,8,2.95,23.6
"198",15002,2022-01-05,12,0.42,5.04
"199",15002,2022-01-05,6,1.25,7.5
"200",15002,2022-01-05,12,2.95,35.4
"201",15002,2022-01-05,10,0.85,8.5
"202",15002,2022-01-05,8,1.65,13.2
"203",15841,2022-01-05,32,2.55,81.6
"204",15841,2022-01-05,50,3.75,187.5
"205",15841,2022-01-05,10,1.25,12.5
"206",15841,2022-01-05,10,1.25,12.5
"207",15841,2022-01-05,10,1.25,12.5
"208",15841,2022-01-05,10,1.25,12.5
"209",15841,2022-01-05,10,1.25,12.5
"210",16112,2022-01-05,48,0.42,20.16
"211",16112,2022-01-05,144,0.36,51.84
"212",16600,2022-01-05,10,1.25,12.5
"213",16600,2022-01-05,12,1.95,23.4
"214",16600,2022-01-05,12,1.25,15
"215",16600,2022-01-05,20,0.42,8.4
"216",16600,2022-01-05,20,0.85,17
"217",16600,2022-01-05,24,0.85,20.4
"218",16600,2022-01-05,12,1.25,15
"219",16600,2022-01-05,48,0.19,9.12
"220",16600,2022-01-05,24,0.21,5.04
"221",13715,2022-01-05,6,1.25,7.5
"222",13715,2022-01-05,6,1.95,11.7
"223",13715,2022-01-05,6,1.95,11.7
"224",13715,2022-01-05,6,1.95,11.7
"225",13715,2022-01-05,6,1.95,11.7
"226",13715,2022-01-05,10,1.65,16.5
"227",13715,2022-01-05,2,7.95,15.9
"228",13715,2022-01-05,2,7.95,15.9
"229",13715,2022-01-05,2,7.95,15.9
"230",13715,2022-01-05,12,1.25,15
"231",13715,2022-01-05,12,1.65,19.8
"232",13715,2022-01-05,3,0.95,2.85
"233",13715,2022-01-05,3,3.75,11.25
"234",13715,2022-01-05,2,3.75,7.5
"235",13715,2022-01-05,2,3.75,7.5
"236",13715,2022-01-05,4,1.25,5
"237",13715,2022-01-05,6,1.25,7.5
"238",13715,2022-01-05,1,1.65,1.65
"239",13715,2022-01-05,4,1.25,5
"240",13715,2022-01-05,4,1.25,5
"241",13715,2022-01-05,2,1.45,2.9
"242",13715,2022-01-05,2,1.45,2.9
"243",13715,2022-01-05,2,1.45,2.9
"244",13715,2022-01-05,2,1.45,2.9
"245",13715,2022-01-05,6,3.75,22.5
"246",13715,2022-01-05,6,1.05,6.3
"247",13715,2022-01-05,6,1.25,7.5
"248",13715,2022-01-05,3,2.1,6.3
"249",13715,2022-01-05,3,2.1,6.3
"250",13715,2022-01-05,6,0.42,2.52
"251",13715,2022-01-05,4,1.25,5
"252",13715,2022-01-05,5,2.1,10.5
"253",13715,2022-01-05,8,2.95,23.6
"254",13715,2022-01-05,12,0.65,7.8
"255",13715,2022-01-05,3,4.25,12.75
"256",13715,2022-01-05,4,1.65,6.6
"257",13715,2022-01-05,4,3.75,15
"258",13715,2022-01-05,5,2.55,12.75
"259",13715,2022-01-05,3,1.25,3.75
"260",13715,2022-01-05,2,0.55,1.1
"261",13715,2022-01-05,2,0.55,1.1
"262",13715,2022-01-05,2,0.55,1.1
"263",13715,2022-01-05,2,0.55,1.1
"264",13715,2022-01-05,4,1.25,5
"265",13715,2022-01-05,4,1.25,5
"266",13715,2022-01-05,3,1.25,3.75
"267",13715,2022-01-05,6,1.25,7.5
"268",13715,2022-01-05,4,5.95,23.8
"269",13715,2022-01-05,6,0.85,5.1
"270",13715,2022-01-05,3,1.65,4.95
"271",13715,2022-01-05,10,0.85,8.5
"272",13715,2022-01-05,6,1.65,9.9
"273",15661,2022-01-05,80,1.45,116
"274",15266,2022-01-05,4,9.95,39.8
"275",15266,2022-01-05,4,3.75,15
"276",15266,2022-01-05,3,4.95,14.85
"277",15266,2022-01-05,2,7.95,15.9
"278",15266,2022-01-05,3,5.95,17.85
"279",15266,2022-01-05,2,7.95,15.9
"280",14045,2022-01-06,96,2.55,244.8
"281",14045,2022-01-06,36,8.5,306
"282",14045,2022-01-06,80,1.65,132
"283",14045,2022-01-06,147,1.65,242.55
"284",18062,2022-01-06,36,2.1,75.6
"285",18062,2022-01-06,40,0.42,16.8
"286",18062,2022-01-06,48,0.65,31.2
"287",18062,2022-01-06,48,0.65,31.2
"288",18062,2022-01-06,12,1.25,15
"289",17368,2022-01-06,14,1.65,23.1
"290",17368,2022-01-06,10,1.65,16.5
"291",17368,2022-01-06,15,1.65,24.75
"292",17368,2022-01-06,48,1.45,69.6
"293",17368,2022-01-06,10,0.85,8.5
"294",17368,2022-01-06,48,0.42,20.16
"295",17368,2022-01-06,48,0.42,20.16
"296",17368,2022-01-06,10,0.85,8.5
"297",17368,2022-01-06,48,0.65,31.2
"298",17368,2022-01-06,48,0.65,31.2
"299",17368,2022-01-06,24,0.85,20.4
"300",17368,2022-01-06,120,1.06,127.2
"301",17368,2022-01-06,72,0.85,61.2
"302",17368,2022-01-06,72,0.85,61.2
"303",17368,2022-01-06,60,0.21,12.6
"304",17368,2022-01-06,32,0.42,13.44
"305",17368,2022-01-06,32,0.42,13.44
"306",14618,2022-01-06,20,3.75,75
"307",14618,2022-01-06,24,0.85,20.4
"308",14618,2022-01-06,6,5.95,35.7
"309",14618,2022-01-06,6,5.95,35.7
"310",14618,2022-01-06,36,1.25,45
"311",13368,2022-01-06,12,2.95,35.4
"312",12386,2022-01-06,80,0.85,68
"313",12386,2022-01-06,60,1.25,75
"314",16676,2022-01-06,24,0.42,10.08
"315",16676,2022-01-06,24,0.85,20.4
"316",16676,2022-01-06,12,1.25,15
"317",16676,2022-01-06,8,1.25,10
"318",16676,2022-01-06,1,12.75,12.75
"319",16676,2022-01-06,8,0.85,6.8
"320",16676,2022-01-06,8,0.85,6.8
"321",16676,2022-01-06,8,0.85,6.8
"322",16676,2022-01-06,6,8.49,50.94
"323",16676,2022-01-06,2,8.5,17
"324",16676,2022-01-06,12,1.25,15
"325",16676,2022-01-06,12,1.25,15
"326",16676,2022-01-06,2,7.25,14.5
"327",16676,2022-01-06,2,8.5,17
"328",16676,2022-01-06,3,5.95,17.85
"329",16676,2022-01-06,3,5.95,17.85
"330",16676,2022-01-06,2,4.95,9.9
"331",16676,2022-01-06,3,4.95,14.85
"332",16676,2022-01-06,1,9.95,9.95
"333",16676,2022-01-06,3,5.95,17.85
"334",16676,2022-01-06,4,4.25,17
"335",16676,2022-01-06,3,4.95,14.85
"336",16676,2022-01-06,3,4.95,14.85
"337",16676,2022-01-06,12,2.1,25.2
"338",16676,2022-01-06,12,1.95,23.4
"339",16676,2022-01-06,4,3.95,15.8
"340",16676,2022-01-06,4,4.95,19.8
"341",16676,2022-01-06,12,1.25,15
"342",16676,2022-01-06,6,2.1,12.6
"343",12735,2022-01-06,12,1.45,17.4
"344",12735,2022-01-06,12,1.45,17.4
"345",12735,2022-01-06,12,1.45,17.4
"346",12735,2022-01-06,6,2.1,12.6
"347",12735,2022-01-06,12,1.65,19.8
"348",12735,2022-01-06,20,0.42,8.4
"349",12735,2022-01-06,12,1.65,19.8
"350",12735,2022-01-06,12,1.65,19.8
"351",12735,2022-01-06,24,0.29,6.96
"352",12735,2022-01-06,10,1.65,16.5
"353",12735,2022-01-06,24,0.55,13.2
"354",12735,2022-01-06,24,0.55,13.2
"355",12735,2022-01-06,24,0.55,13.2
"356",12735,2022-01-06,1,15.95,15.95
"357",12735,2022-01-06,1,14.95,14.95
"358",12735,2022-01-06,24,0.42,10.08
"359",12735,2022-01-06,24,0.42,10.08
"360",12735,2022-01-06,1,8.95,8.95
"361",12735,2022-01-06,1,8.95,8.95
"362",12735,2022-01-06,1,8.95,8.95
"363",12735,2022-01-06,4,2.55,10.2
"364",12735,2022-01-06,2,18,36
"365",13656,2022-01-06,5,0.85,4.25
"366",13656,2022-01-06,5,0.85,4.25
"367",13656,2022-01-06,5,0.85,4.25
"368",13656,2022-01-06,5,0.85,4.25
"369",13656,2022-01-06,10,0.85,8.5
"370",13656,2022-01-06,1,1.25,1.25
"371",13656,2022-01-06,1,1.25,1.25
"372",13656,2022-01-06,2,1.95,3.9
"373",13656,2022-01-06,2,1.95,3.9
"374",13656,2022-01-06,2,2.1,4.2
"375",13656,2022-01-06,3,2.1,6.3
"376",13656,2022-01-06,2,2.95,5.9
"377",13656,2022-01-06,2,2.95,5.9
"378",13656,2022-01-06,6,0.55,3.3
"379",13656,2022-01-06,1,1.25,1.25
"380",13656,2022-01-06,1,1.25,1.25
"381",13656,2022-01-06,2,1.25,2.5
"382",13656,2022-01-06,2,1.25,2.5
"383",13656,2022-01-06,1,1.25,1.25
"384",13656,2022-01-06,5,1.25,6.25
"385",13656,2022-01-06,12,1.25,15
"386",13656,2022-01-06,1,3.75,3.75
"387",13656,2022-01-06,12,2.95,35.4
"388",13656,2022-01-06,1,4.25,4.25
"389",13656,2022-01-06,4,0.85,3.4
"390",13656,2022-01-06,2,2.95,5.9
"391",13656,2022-01-06,2,1.95,3.9
"392",13656,2022-01-06,10,0.42,4.2
"393",13656,2022-01-06,2,1.95,3.9
"394",13656,2022-01-06,2,1.65,3.3
"395",13656,2022-01-06,2,1.65,3.3
"396",12413,2022-01-06,6,2.1,12.6
"397",12413,2022-01-06,3,8.95,26.85
"398",12413,2022-01-06,12,1.65,19.8
"399",12413,2022-01-06,24,0.85,20.4
"400",12413,2022-01-06,12,0.65,7.8
"401",12413,2022-01-06,6,4.95,29.7
"402",12413,2022-01-06,6,4.95,29.7
"403",12413,2022-01-06,6,2.95,17.7
"404",12413,2022-01-06,12,0.85,10.2
"405",12413,2022-01-06,12,0.65,7.8
"406",12413,2022-01-06,12,0.85,10.2
"407",12413,2022-01-06,5,2.95,14.75
"408",12413,2022-01-06,2,9.95,19.9
"409",12413,2022-01-06,6,2.95,17.7
"410",12413,2022-01-06,4,3.75,15
"411",12413,2022-01-06,3,5.95,17.85
"412",12413,2022-01-06,3,5.95,17.85
"413",12413,2022-01-06,6,7.95,47.7
"414",12413,2022-01-06,10,1.95,19.5
"415",12413,2022-01-06,6,2.55,15.3
"416",12413,2022-01-06,10,0.85,8.5
"417",12413,2022-01-06,10,0.85,8.5
"418",12413,2022-01-06,1,29.95,29.95
"419",12413,2022-01-06,3,18,54
"420",13094,2022-01-06,72,1.06,76.32
"421",14312,2022-01-06,2,9.95,19.9
"422",14312,2022-01-06,2,9.95,19.9
"423",14312,2022-01-06,1,24.95,24.95
"424",14312,2022-01-06,6,2.95,17.7
"425",14312,2022-01-06,4,4.25,17
"426",14312,2022-01-06,3,6.45,19.35
"427",14312,2022-01-06,6,2.95,17.7
"428",14312,2022-01-06,1,14.95,14.95
"429",14312,2022-01-06,4,6.75,27
"430",14312,2022-01-06,8,2.95,23.6
"431",14312,2022-01-06,2,9.95,19.9
"432",14312,2022-01-06,2,12.75,25.5
"433",14312,2022-01-06,12,1.25,15
"434",14312,2022-01-06,12,2.95,35.4
"435",14312,2022-01-06,6,1.95,11.7
"436",13280,2022-01-06,5,3.75,18.75
"437",13280,2022-01-06,2,3.75,7.5
"438",13280,2022-01-06,1,0.55,0.55
"439",13280,2022-01-06,12,0.85,10.2
"440",13280,2022-01-06,4,4.25,17
"441",13280,2022-01-06,1,4.95,4.95
"442",13280,2022-01-06,2,2.1,4.2
"443",13280,2022-01-06,1,8.5,8.5
"444",13280,2022-01-06,1,8.5,8.5
"445",13280,2022-01-06,2,4.25,8.5
"446",13280,2022-01-06,3,1.25,3.75
"447",13280,2022-01-06,2,4.25,8.5
"448",13280,2022-01-06,2,0.55,1.1
"449",13280,2022-01-06,5,3.75,18.75
"450",13280,2022-01-06,1,4.95,4.95
"451",13280,2022-01-06,2,4.95,9.9
"452",13280,2022-01-06,1,2.95,2.95
"453",13280,2022-01-06,3,2.55,7.65
"454",13280,2022-01-06,3,4.95,14.85
"455",13280,2022-01-06,4,0.85,3.4
"456",13280,2022-01-06,3,0.85,2.55
"457",13280,2022-01-06,2,2.95,5.9
"458",13280,2022-01-06,2,2.95,5.9
"459",13280,2022-01-06,4,0.85,3.4
"460",13280,2022-01-06,2,10.95,21.9
"461",13280,2022-01-06,1,4.95,4.95
"462",13280,2022-01-06,3,2.95,8.85
"463",13280,2022-01-06,6,2.95,17.7
"464",13280,2022-01-06,10,1.65,16.5
"465",13280,2022-01-06,3,2.95,8.85
"466",13280,2022-01-06,1,2.55,2.55
"467",13280,2022-01-06,1,2.95,2.95
"468",13280,2022-01-06,1,9.95,9.95
"469",13280,2022-01-06,4,3.75,15
"470",13280,2022-01-06,4,2.55,10.2
"471",13280,2022-01-06,1,1.95,1.95
"472",13280,2022-01-06,4,0.95,3.8
"473",16306,2022-01-06,6,2.95,17.7
"474",16306,2022-01-06,6,2.95,17.7
"475",16306,2022-01-06,12,1.25,15
"476",16306,2022-01-06,12,0.85,10.2
"477",16306,2022-01-06,30,0.21,6.3
"478",16306,2022-01-06,12,1.25,15
"479",16306,2022-01-06,12,1.25,15
"480",16306,2022-01-06,12,1.25,15
"481",16306,2022-01-06,3,5.95,17.85
"482",16306,2022-01-06,12,0.85,10.2
"483",16306,2022-01-06,12,0.85,10.2
"484",16306,2022-01-06,10,1.25,12.5
"485",16306,2022-01-06,10,1.25,12.5
"486",13187,2022-01-06,1,1.25,1.25
"487",13187,2022-01-06,1,1.25,1.25
"488",13187,2022-01-06,1,1.25,1.25
"489",13187,2022-01-06,1,1.25,1.25
"490",13187,2022-01-06,1,1.25,1.25
"491",13187,2022-01-06,1,1.65,1.65
"492",13187,2022-01-06,3,2.95,8.85
"493",13187,2022-01-06,1,1.25,1.25
"494",13187,2022-01-06,1,1.25,1.25
"495",13187,2022-01-06,1,8.5,8.5
"496",13187,2022-01-06,1,5.45,5.45
"497",13187,2022-01-06,1,12.75,12.75
"498",13187,2022-01-06,1,6.45,6.45
"499",13187,2022-01-06,1,6.75,6.75
"500",13187,2022-01-06,2,9.95,19.9
"501",13187,2022-01-06,1,8.5,8.5
"502",13187,2022-01-06,1,1.69,1.69
"503",13187,2022-01-06,1,1.69,1.69
"504",13187,2022-01-06,1,1.69,1.69
"505",13187,2022-01-06,2,2.95,5.9
"506",13187,2022-01-06,2,2.55,5.1
"507",13187,2022-01-06,2,2.95,5.9
"508",13187,2022-01-06,2,1.65,3.3
"509",13187,2022-01-06,12,1.25,15
"510",13187,2022-01-06,1,4.25,4.25
"511",13187,2022-01-06,1,0.85,0.85
"512",13187,2022-01-06,1,8.5,8.5
"513",13187,2022-01-06,12,1.25,15
"514",13187,2022-01-06,2,5.95,11.9
"515",13187,2022-01-06,2,7.95,15.9
"516",13187,2022-01-06,1,4.95,4.95
"517",13187,2022-01-06,12,0.85,10.2
"518",13187,2022-01-06,6,1.25,7.5
"519",13187,2022-01-06,1,2.95,2.95
"520",13187,2022-01-06,1,3.25,3.25
"521",13187,2022-01-06,1,7.95,7.95
"522",13187,2022-01-06,12,1.25,15
"523",14047,2022-01-07,2,4.65,9.3
"524",16567,2022-01-07,3,5.95,17.85
"525",16567,2022-01-07,3,5.95,17.85
"526",16567,2022-01-07,3,5.95,17.85
"527",16567,2022-01-07,3,5.95,17.85
"528",16567,2022-01-07,24,1.25,30
"529",16567,2022-01-07,24,1.25,30
"530",16567,2022-01-07,48,0.55,26.4
"531",16567,2022-01-07,48,0.55,26.4
"532",16567,2022-01-07,48,0.38,18.24
"533",16567,2022-01-07,20,1.25,25
"534",16567,2022-01-07,20,1.25,25
"535",16567,2022-01-07,20,1.25,25
"536",16567,2022-01-07,8,1.25,10
"537",16567,2022-01-07,8,1.25,10
"538",16567,2022-01-07,8,1.25,10
"539",16567,2022-01-07,48,0.42,20.16
"540",16567,2022-01-07,48,0.42,20.16
"541",16567,2022-01-07,12,0.85,10.2
"542",16567,2022-01-07,12,0.85,10.2
"543",16567,2022-01-07,12,0.85,10.2
"544",16567,2022-01-07,12,0.85,10.2
"545",16567,2022-01-07,12,1.95,23.4
"546",16567,2022-01-07,12,1.95,23.4
"547",16567,2022-01-07,12,5.55,66.6
"548",16567,2022-01-07,4,5.95,23.8
"549",16567,2022-01-07,4,7.95,31.8
"550",12947,2022-01-07,2,65,130
"551",12947,2022-01-07,10,1.65,16.5
"552",12947,2022-01-07,10,1.65,16.5
"553",12947,2022-01-07,10,1.65,16.5
"554",12947,2022-01-07,10,1.65,16.5
"555",12947,2022-01-07,10,1.65,16.5
"556",12947,2022-01-07,10,1.65,16.5
"557",12947,2022-01-07,25,0.42,10.5
"558",12947,2022-01-07,25,0.42,10.5
"559",12947,2022-01-07,25,0.42,10.5
"560",12947,2022-01-07,12,0.42,5.04
"561",12947,2022-01-07,12,0.42,5.04
"562",12947,2022-01-07,12,0.42,5.04
"563",12947,2022-01-07,12,0.42,5.04
"564",12947,2022-01-07,25,0.42,10.5
"565",12947,2022-01-07,25,0.42,10.5
"566",12530,2022-01-07,4,34.95,139.8
"567",12530,2022-01-07,6,3.25,19.5
"568",12530,2022-01-07,6,3.25,19.5
"569",12530,2022-01-07,10,1.95,19.5
"570",12530,2022-01-07,10,1.95,19.5
"571",12530,2022-01-07,12,0.65,7.8
"572",12530,2022-01-07,12,0.85,10.2
"573",12530,2022-01-07,6,3.75,22.5
"574",12530,2022-01-07,12,1.65,19.8
"575",12530,2022-01-07,6,2.95,17.7
"576",12530,2022-01-07,2,9.95,19.9
"577",12530,2022-01-07,6,2.95,17.7
"578",12530,2022-01-07,3,18,54
"579",16551,2022-01-07,24,1.25,30
"580",16551,2022-01-07,24,0.85,20.4
"581",16551,2022-01-07,20,0.85,17
"582",16551,2022-01-07,96,0.42,40.32
"583",16551,2022-01-07,20,0.85,17
"584",16551,2022-01-07,3,4.95,14.85
"585",16551,2022-01-07,6,4.95,29.7
"586",16551,2022-01-07,4,9.95,39.8
"587",16551,2022-01-07,48,0.55,26.4
"588",16551,2022-01-07,12,2.1,25.2
"589",16551,2022-01-07,24,2.1,50.4
"590",16473,2022-01-07,2,8.5,17
"591",16473,2022-01-07,4,3.95,15.8
"592",16473,2022-01-07,10,2.1,21
"593",16473,2022-01-07,10,1.65,16.5
"594",16473,2022-01-07,16,0.85,13.6
"595",16473,2022-01-07,1,9.95,9.95
"596",16473,2022-01-07,12,1.25,15
"597",16473,2022-01-07,24,1.69,40.56
"598",12829,2022-01-07,2,39.95,79.9
"599",12829,2022-01-07,4,3.75,15
"600",12829,2022-01-07,3,16.95,50.85
"601",12829,2022-01-07,120,0.21,25.2
"602",12829,2022-01-07,120,0.19,22.8
"603",12829,2022-01-07,2,6.75,13.5
"604",13750,2022-01-07,96,3.39,325.44
"605",14217,2022-01-07,2,7.95,15.9
"606",14217,2022-01-07,12,1.25,15
"607",14217,2022-01-07,4,9.95,39.8
"608",14217,2022-01-07,4,7.95,31.8
"609",15607,2022-01-07,24,0.19,4.56
"610",15607,2022-01-07,24,0.19,4.56
"611",15607,2022-01-07,24,0.19,4.56
"612",15607,2022-01-07,24,0.19,4.56
"613",15607,2022-01-07,24,0.19,4.56
"614",15607,2022-01-07,8,1.25,10
