"","ID","Delivery_person_ID","Delivery_person_Age","Delivery_person_Ratings","Restaurant_latitude","Restaurant_longitude","Delivery_location_latitude","Delivery_location_longitude","Order_Date","Time_Orderd","Time_Order_picked","Weather","Road_traffic_density","Vehicle_condition","Type_of_order","Type_of_vehicle","multiple_deliveries","Festival","City"
"45",36250,"CHENRES09DEL03",30,5,13.044694,80.26147,13.134694,80.35147,"4/4/2022","1","24:10:00","Tempesta di sabbia","Low",1,"Buffet","Scooter",0,1,"Metro"
"46",34463,"MYSRES13DEL01",30,4.4,12.310972,76.659264,12.380972,76.729264,"2/3/2022","18:50","18:55",NA,"Medium",0,"Meal","Scooter",1,1,"Metro"
"47",50567,"LUDHRES12DEL01",39,4.1,30.893244,75.821817,30.903244,75.831817,"11/2/2022","11:10","11:15",NA,"High",0,"Buffet","Scooter",3,1,"Metro"
"48",12647,"COIMBRES02DEL02",23,4.6,11.022477,76.995667,11.152477,77.125667,"18-03-2022","20:15","20:30","Tempesta di sabbia","Jam",2,"Buffet","Scooter",0,1,"Metro"
"49",18817,"CHENRES02DEL03",35,4.7,13.086438,80.220672,13.146439,80.280672,"5/3/2022","20:20","20:30","Soleggiato","Jam",0,"Buffet","Scooter",1,1,NA
"50",19587,"COIMBRES05DEL03",27,4.4,11.022169,76.999594,11.052169,77.029594,"3/3/2022","22:35","22:40",NA,"Low",0,"Meal","Scooter",1,1,NA
"51",9363,"CHENRES03DEL01",28,5,13.091809,80.219104,13.201809,80.329104,"23-03-2022","22:35","22:40",NA,"Low",2,"Meal","Scooter",0,1,"Metro"
"52",8613,"INDORES01DEL02",33,4.8,22.695207,75.866059,22.745207,75.916059,"7/3/2022","17:25","17:40","Soleggiato","Medium",2,"Buffet","Scooter",1,1,"Metro"
"53",21873,"MYSRES02DEL02",21,4.8,12.304569,76.643622,12.354569,76.693622,"3/4/2022","22:50","23:05",NA,"Low",2,"Drinks","Scooter",0,1,NA
"54",17841,"PUNERES13DEL03",34,4.4,18.56245,73.916619,18.59245,73.946619,"24-03-2022","19:45","0.833333333","Nuvoloso","Jam",2,"Snack",NA,1,1,"Metro"
"55",45552,"JAPRES12DEL03",28,4.6,26.902908,75.792934,27.042908,75.932934,"8/3/2022","22:45","0.958333333","Nuvoloso","Low",1,"Snack","Scooter",1,1,"Metro"
"56",30169,"CHENRES06DEL03",27,4.7,13.054347,80.257221,13.114347,80.317221,"26-03-2022","20:10","20:15",NA,"Jam",0,"Drinks","Scooter",1,1,NA
"57",18141,"VADRES06DEL01",36,4.9,22.31279,73.170283,22.38279,73.240283,"20-03-2022","0.75","18:10","Soleggiato","Medium",0,"Drinks","Scooter",0,1,"Metro"
"58",49154,"AGRRES03DEL03",NA,NA,-27.160832,-78.011608,27.220832,78.071608,"11/2/2022","NaN","18:25",NA,NA,3,"Meal","Motorcycle",1,1,NA
"59",38373,"BANGRES15DEL02",36,4.1,12.975377,77.696664,12.995377,77.716664,"3/3/2022","8:50","0.375",NA,"Low",0,"Drinks","Scooter",1,1,"Metro"
"60",7199,"VADRES14DEL02",24,4.8,22.311603,73.165012,22.441603,73.295012,"20-03-2022","0.958333333","23:10",NA,"Low",0,"Meal","Scooter",0,1,"Metro"
"61",17853,"BANGRES05DEL03",23,4.9,12.970324,77.645748,13.060324,77.735748,"4/3/2022","23:15","23:20",NA,"Low",0,"Buffet","Scooter",0,1,"Metro"
"62",47494,"MYSRES04DEL02",20,4.5,12.3085,76.665808,12.4385,76.795808,"4/4/2022","0.958333333","23:05","Nebbia","Low",1,"Snack","Scooter",1,1,"Metro"
"63",5985,"INDORES18DEL02",26,4.8,22.753839,75.897429,22.833838,75.977429,"10/3/2022","19:35","19:40","Nebbia","Jam",0,"Snack","Scooter",3,1,"Metro"
"64",47180,"MYSRES16DEL03",33,4.1,12.316967,76.603067,12.346967,76.633067,"5/4/2022","22:35","22:50","Temporale","Low",0,"Drinks","Scooter",1,1,"Metro"
"65",27075,"PUNERES03DEL01",36,4.1,18.554382,73.798206,18.594382,73.838206,"21-03-2022","16:10","16:25",NA,"Medium",0,"Buffet","Scooter",1,1,"Metro"
"66",54924,"LUDHRES010DEL03",39,4.9,30.89286,75.822199,30.98286,75.912199,"12/2/2022","19:55","20:05","Nebbia","Jam",0,"Buffet","Scooter",1,1,NA
"67",53343,"DEHRES02DEL01",30,4.7,0,0,0.11,0.11,"14-02-2022","21:55","0.916666667","Nuvoloso","Jam",0,"Snack","Scooter",2,1,"Metro"
"68",46576,"RANCHIRES06DEL01",37,4.5,23.357804,85.325146,23.367804,85.335146,"5/4/2022","10:30","10:40","Tempesta di sabbia","Low",2,"Drinks",NA,1,1,"Metro"
"69",27048,"INDORES07DEL01",30,4.6,22.722634,75.886959,22.762634,75.926959,"5/4/2022","14:20","14:30","Nebbia","High",1,"Snack",NA,1,1,NA
"70",51653,"BHPRES17DEL01",28,4.1,23.218998,77.373573,23.288998,77.443573,"16-02-2022","17:30","17:35","Nebbia","Medium",2,"Drinks",NA,1,1,"Metro"
"71",18318,"JAPRES07DEL02",23,4.8,26.766536,75.837333,26.896536,75.967333,"23-03-2022","23:20","23:30","Nuvoloso","Low",1,"Snack","Scooter",1,1,NA
"72",4829,"MUMRES09DEL01",37,5,18.994049,72.825203,19.004049,72.835203,"7/3/2022","11:55","0.5","Soleggiato","High",0,"Snack","Scooter",1,1,"Metro"
"73",30947,"COIMBRES07DEL01",38,4.8,10.96185,76.971082,11.00185,77.011082,"17-03-2022","15:35","15:40","Nuvoloso","Medium",1,"Meal","Scooter",1,1,"Metro"
"74",5729,"INDORES15DEL02",25,5,22.760072,75.892574,22.890072,76.022574,"6/4/2022","22:45","0.958333333","Nuvoloso","Low",2,"Drinks",NA,1,1,"Metro"
"75",51991,"ALHRES06DEL02",25,4.9,0,0,0.02,0.02,"17-02-2022","0.416666667","10:15","Soleggiato","Low",1,"Buffet",NA,0,1,"Metro"
"76",57332,"DEHRES19DEL02",32,4.7,30.372202,78.077151,30.502202,78.207151,"12/2/2022","23:30","23:40",NA,"Low",1,"Buffet",NA,1,1,NA
"77",30147,"PUNERES18DEL01",24,4.5,18.593481,73.785901,18.703481,73.895901,"4/3/2022","22:50","0.958333333",NA,"Low",0,"Buffet","Scooter",1,1,"Metro"
"78",52916,"ALHRES16DEL01",26,4.6,25.450377,81.834236,25.460377,81.844236,"11/2/2022","10:40","10:45","Nebbia","Low",0,"Drinks","Scooter",1,1,NA
"79",35556,"INDORES03DEL01",29,4.7,22.751857,75.866699,22.821857,75.936699,"10/3/2022","20:15","20:30","Soleggiato","Jam",2,"Meal","Scooter",1,1,"Metro"
"80",56161,"BHPRES12DEL03",35,4.8,0,0,0.09,0.09,"18-02-2022","21:55","22:05","Soleggiato","Jam",2,"Snack",NA,1,1,"Metro"
"81",1936,"INDORES15DEL03",29,4.9,22.760072,75.892574,22.850072,75.982574,"14-03-2022","22:20","22:35",NA,"Low",1,"Meal",NA,0,1,NA
"82",35176,"BANGRES18DEL02",23,4.6,12.913041,77.683237,12.933041,77.703237,"17-03-2022","11:25","11:30","Nuvoloso","High",1,"Snack","Scooter",1,1,"Metro"
"83",41882,"MUMRES06DEL01",35,4.7,19.055831,72.833984,19.095831,72.873984,"11/3/2022","15:20","15:25","Soleggiato","Medium",2,"Snack","Scooter",1,1,NA
"84",34854,"RANCHIRES04DEL02",37,4.8,23.359033,85.325347,23.379033,85.345347,"1/3/2022","11:35","11:50",NA,"High",2,"Meal","Motorcycle",1,1,NA
"85",19596,"MYSRES04DEL01",36,4.9,12.3085,76.665808,12.3785,76.735808,"29-03-2022","22:50","22:55","Soleggiato","Low",1,"Buffet",NA,1,1,"Metro"
"86",4156,"SURRES19DEL03",37,3.9,21.149669,72.772629,21.239669,72.862629,"6/3/2022","21:25","21:40","Tempesta di sabbia","Jam",1,"Buffet",NA,1,1,"Metro"
"87",39080,"MYSRES17DEL02",27,4.9,12.326356,76.619103,12.346356,76.639103,"3/4/2022","8:10","8:20","Tempesta di sabbia","Low",1,"Drinks",NA,0,1,NA
"88",45880,"PUNERES14DEL03",34,4.6,18.516216,73.842527,18.546216,73.872527,"5/4/2022","0.916666667","22:15",NA,"Jam",2,"Buffet",NA,0,1,"Metro"
"89",13933,"BANGRES05DEL03",24,4.5,12.970324,77.645748,13.030324,77.705748,"5/3/2022","18:40","18:50","Nebbia","Medium",1,"Drinks","Scooter",1,1,"Metro"
"90",32117,"CHENRES13DEL02",21,4.9,13.027018,80.254791,13.077018,80.304791,"24-03-2022","18:35","18:45","Soleggiato","Medium",2,"Drinks",NA,1,1,NA
"91",27952,"SURRES16DEL03",30,4.2,21.160437,72.774209,21.250437,72.864209,"25-03-2022","19:25","19:40","Nebbia","Jam",1,"Drinks","Scooter",1,1,"Metro"
"92",24943,"MUMRES07DEL02",NA,NA,19.091458,72.827808,19.221458,72.957808,"25-03-2022","NaN","20:05",NA,NA,3,"Buffet","Scooter",1,1,"Metro"
"93",40675,"INDORES14DEL01",36,4.5,22.761593,75.886362,22.871593,75.996362,"18-03-2022","1","24:10:00",NA,"Low",0,"Drinks","Scooter",1,1,NA
"94",19842,"JAPRES010DEL01",35,4.8,26.921411,75.793604,26.991411,75.863604,"16-03-2022","22:50","22:55",NA,"Low",0,"Meal","Scooter",1,1,"Metro"
"95",46935,"PUNERES04DEL01",38,4.6,18.51421,73.838429,18.55421,73.878429,"5/4/2022","16:35","16:50","Nebbia","Medium",0,"Snack","Scooter",0,1,NA
"96",11859,"COIMBRES09DEL01",23,5,11.008638,76.984311,11.018638,76.994311,"5/4/2022","10:15","10:25","Nebbia","Low",0,"Meal","Scooter",0,1,"Metro"
"97",54918,"ALHRES11DEL03",35,4.6,0,0,0.09,0.09,"14-02-2022","17:25","17:30","Soleggiato","Medium",1,"Drinks",NA,1,1,"Metro"
"98",33421,"MYSRES13DEL01",26,4.8,12.310972,76.659264,12.320972,76.669264,"19-03-2022","10:45","10:50",NA,"Low",1,"Buffet","Scooter",1,1,NA
"99",47605,"MYSRES17DEL02",24,4.6,12.326356,76.619103,12.406356,76.699103,"27-03-2022","0.958333333","23:10","Nebbia","Low",1,"Drinks","Scooter",1,1,"Metro"
"100",29636,"VADRES07DEL02",31,4.9,0,0,0.05,0.05,"21-03-2022","20:25","20:40",NA,"Jam",0,"Drinks","Scooter",1,1,NA
"101",54311,"AGRRES07DEL02",31,4.9,27.160934,78.044095,27.210934,78.094095,"13-02-2022","19:20","19:35","Soleggiato","Jam",0,"Meal","Scooter",NA,1,"Metro"
"102",49161,"KOLRES03DEL02",NA,NA,-22.526461,-88.364453,22.656461,88.494453,"18-02-2022","NaN","20:10","Tempesta di sabbia","Jam",0,"Snack","Scooter",1,1,"Metro"
"103",28720,"RANCHIRES03DEL03",26,4.7,0,0,0.09,0.09,"2/4/2022","19:10","19:20","Temporale","Jam",2,"Drinks","Motorcycle",0,1,"Metro"
"104",50432,"AGRRES08DEL02",35,4.9,27.160934,78.044095,27.180934,78.064095,"17-02-2022","10:40","10:55","Nuvoloso","Low",0,"Meal","Scooter",1,1,"Metro"
"105",53492,"LUDHRES01DEL02",24,4.8,30.873988,75.842739,30.893988,75.862739,"13-02-2022","10:15","10:30","Tempesta di sabbia","Low",1,"Snack","Scooter",NA,1,NA
"106",28300,"INDORES010DEL02",27,4.6,22.75004,75.902847,22.80004,75.952847,"30-03-2022","21:25","21:35","Temporale","Jam",1,"Buffet","Scooter",0,1,"Metro"
"107",41454,"JAPRES20DEL02",36,4.3,26.956431,75.776649,26.976431,75.796649,"19-03-2022","9:55","0.416666667",NA,"Low",0,"Buffet","Scooter",1,1,NA
"108",18208,"PUNERES07DEL02",26,4.6,18.546947,73.900626,18.676947,74.030626,"10/3/2022","0.958333333","23:15","Temporale","Low",2,"Buffet","Motorcycle",1,1,"Metro"
"109",22161,"VADRES05DEL01",30,4.4,22.310526,73.170937,22.380526,73.240937,"8/3/2022","0.791666667","19:05","Tempesta di sabbia","Medium",0,"Buffet","Scooter",3,2,NA
"110",47345,"MUMRES02DEL03",34,4,19.221315,72.862381,19.281315,72.922381,"11/3/2022","18:50","0.791666667",NA,"Medium",1,"Buffet","Scooter",1,1,"Metro"
"111",51088,"GOARES010DEL02",28,4,15.546594,73.760431,15.676594,73.890431,"16-02-2022","21:10","21:25","Nebbia","Jam",1,"Snack","Scooter",2,1,NA
"112",12852,"INDORES05DEL01",24,4,22.727021,75.884167,22.797021,75.954167,"2/3/2022","19:35","19:50","Tempesta di sabbia","Jam",0,"Buffet","Scooter",1,1,"Metro"
"113",45758,"RANCHIRES05DEL02",21,4.9,23.355164,85.324097,23.485164,85.454097,"4/3/2022","22:40","22:45",NA,"Low",0,"Drinks","Scooter",0,1,NA
"114",32592,"COIMBRES010DEL03",24,4.9,11.003008,76.97544,11.063009,77.03544,"13-03-2022","17:10","17:15","Tempesta di sabbia","Medium",0,"Buffet","Scooter",1,1,"Metro"
"115",28625,"JAPRES20DEL01",25,4.7,26.956431,75.776649,27.066431,75.886649,"2/3/2022","22:25","22:40",NA,"Low",1,"Meal","Scooter",0,1,NA
"116",23179,"SURRES010DEL02",36,4.5,21.17106,72.789292,21.19106,72.809292,"11/3/2022","11:30","11:45","Tempesta di sabbia","High",2,"Meal","Motorcycle",1,1,NA
"117",29005,"MYSRES09DEL02",37,4.6,12.323194,76.630583,12.343194,76.650583,"19-03-2022","10:25","10:30","Nuvoloso","Low",2,"Drinks",NA,NA,1,"Metro"
"118",19455,"VADRES15DEL03",22,4.7,0,0,0.03,0.03,"5/4/2022","1","24:05:00","Nebbia","Low",2,"Drinks",NA,1,1,"Metro"
"119",39205,"RANCHIRES09DEL03",37,4.9,23.351058,85.325731,23.441058,85.415731,"31-03-2022","22:50","0.958333333","Tempesta di sabbia","Low",1,"Buffet",NA,1,1,"Metro"
"120",28630,"CHENRES17DEL01",23,4.7,13.045479,80.23311,13.155479,80.34311,"16-03-2022","18:25","18:40","Temporale","Medium",1,"Drinks","Scooter",1,1,"Metro"
"121",10354,"BANGRES04DEL01",29,4.9,12.98041,77.640489,13.09041,77.750489,"23-03-2022","21:55","22:05",NA,"Jam",1,"Buffet",NA,0,1,"Metro"
"122",1644,"COIMBRES20DEL02",NA,NA,10.994136,76.963303,11.014136,76.983303,"5/3/2022","NaN","11:35",NA,"High",2,"Drinks","Motorcycle",0,1,NA
"123",37111,"PUNERES010DEL03",31,4.7,18.539299,73.897902,18.569299,73.927902,"26-03-2022","21:20","21:30",NA,"Jam",1,"Drinks","Scooter",1,1,"Metro"
"124",3549,"PUNERES010DEL02",NA,NA,18.539299,73.897902,18.669299,74.027902,"25-03-2022","NaN","23:35","Nuvoloso","Low",2,"Drinks",NA,1,1,"Metro"
"125",10793,"VADRES05DEL02",39,4.3,22.310526,73.170937,22.440526,73.300937,"2/4/2022","0.875","21:15","Tempesta di sabbia","Jam",0,"Buffet","Scooter",0,1,"Metro"
"126",32435,"JAPRES17DEL03",22,4.6,26.892312,75.806896,26.952313,75.866896,"5/3/2022","21:55","22:05",NA,"Jam",2,"Snack",NA,1,1,"Metro"
"127",27927,"JAPRES13DEL03",31,4.8,26.846156,75.8023,26.906156,75.8623,"21-03-2022","19:20","19:25","Tempesta di sabbia","Jam",2,"Drinks",NA,1,1,"Metro"
"128",28980,"RANCHIRES01DEL02",24,4.7,23.416792,85.316842,23.496792,85.396842,"20-03-2022","18:25","18:35",NA,"Medium",1,"Drinks",NA,1,1,"Metro"
"129",42224,"BANGRES05DEL02",30,4.9,12.970324,77.645748,13.050324,77.725748,"4/3/2022","19:40","19:45","Soleggiato","Jam",1,"Snack",NA,1,1,"Metro"
"130",8511,"VADRES14DEL03",23,4.1,22.311603,73.165012,22.371603,73.225012,"5/4/2022","23:25","23:35","Tempesta di sabbia","Low",0,"Buffet","Scooter",1,1,NA
"131",28904,"BANGRES04DEL01",36,5,12.98041,77.640489,13.05041,77.710489,"2/3/2022","17:15","17:30","Temporale","Medium",0,"Meal","Scooter",1,1,"Metro"
"132",34134,"BANGRES08DEL03",32,4.8,12.906229,77.596791,12.966229,77.656791,"11/3/2022","21:15","21:25","Nebbia","Jam",1,"Drinks","Scooter",0,1,"Metro"
"133",43750,"MYSRES20DEL01",30,4.3,12.337978,76.616792,12.377978,76.656792,"9/3/2022","14:50","14:55","Tempesta di sabbia","High",1,"Meal",NA,1,1,"Metro"
"134",38692,"PUNERES010DEL02",24,4.6,18.539299,73.897902,18.619299,73.977902,"12/3/2022","20:50","20:55",NA,"Jam",1,"Buffet","Scooter",0,1,NA
"135",25096,"MYSRES14DEL01",25,4.7,0,0,0.04,0.04,"1/4/2022","15:10","15:20","Tempesta di sabbia","Medium",2,"Meal","Motorcycle",1,1,"Metro"
"136",20836,"HYDRES14DEL02",26,4.7,17.426228,78.407495,17.556228,78.537495,"4/4/2022","21:30","21:40","Soleggiato","Jam",1,"Snack",NA,1,1,"Metro"
"137",42766,"INDORES06DEL03",35,4.8,22.728163,75.884212,22.788163,75.944212,"26-03-2022","17:10","17:25","Nuvoloso","Medium",2,"Meal",NA,0,1,"Metro"
"138",27387,"MYSRES16DEL01",28,4.8,12.316967,76.603067,12.356967,76.643067,"30-03-2022","13:15","13:30",NA,"High",0,"Snack","Scooter",1,1,"Metro"
"139",49393,"LUDHRES19DEL01",39,4.1,-30.902872,75.826808,31.012872,75.936808,"18-02-2022","17:40","17:45","Temporale","Medium",2,"Buffet",NA,1,1,NA
"140",30436,"VADRES06DEL01",25,4.6,22.31279,73.170283,22.42279,73.280283,"10/3/2022","20:20","20:30",NA,"Jam",1,"Meal",NA,1,1,"Metro"
"141",15668,"MUMRES04DEL03",27,4.8,19.254567,72.848923,19.284567,72.878923,"26-03-2022","23:40","23:45","Tempesta di sabbia","Low",1,"Snack","Scooter",0,1,"Metro"
"142",21516,"COIMBRES03DEL01",22,4.7,11.025083,77.015393,11.035083,77.025393,"26-03-2022","8:30","8:45","Nuvoloso","Low",1,"Meal","Scooter",1,1,NA
"143",33758,"PUNERES11DEL01",25,4.9,18.533811,73.899315,18.643811,74.009315,"4/3/2022","19:50","0.833333333","Tempesta di sabbia","Jam",2,"Buffet",NA,0,1,"Metro"
"144",51536,"AURGRES06DEL03",29,4.4,19.874449,75.360232,19.964449,75.450232,"18-02-2022","21:25","21:40","Nuvoloso","Jam",2,"Drinks",NA,NA,1,"Metro"
"145",25516,"VADRES11DEL02",25,4.8,22.308096,73.167753,22.328096,73.187753,"9/3/2022","8:50","9:05","Nebbia","Low",1,"Drinks","Scooter",0,1,"Metro"
"146",24619,"VADRES17DEL02",32,4.2,0,0,0.05,0.05,"17-03-2022","19:10","19:20","Nebbia","Jam",1,"Snack",NA,2,1,"Metro"
"147",30078,"JAPRES01DEL01",32,3.7,26.90519,75.810753,27.01519,75.920753,"8/3/2022","20:20","20:25","Temporale","Jam",2,"Drinks","Scooter",1,1,"Metro"
"148",12713,"COIMBRES03DEL03",29,4.9,11.025083,77.015393,11.115083,77.105393,"10/3/2022","21:40","21:55","Tempesta di sabbia","Jam",0,"Snack","Scooter",1,1,"Metro"
"149",55733,"AGRRES02DEL01",29,4.6,0,0,0.04,0.04,"17-02-2022","16:45","16:55",NA,"Medium",1,"Buffet",NA,1,1,"Metro"
"150",16757,"HYDRES010DEL02",38,4.7,17.428294,78.404423,17.448294,78.424423,"5/4/2022","10:45","10:50",NA,"Low",1,"Buffet","Scooter",1,1,"Metro"
"151",54096,"ALHRES010DEL01",23,4.7,0,0,0.11,0.11,"18-02-2022","21:30","21:40","Nuvoloso","Jam",1,"Drinks",NA,1,1,"Metro"
